Campaign_ID,Campaign_Name,Campaign_Type,Campaign_Objective,Product_ID,Marketing_Channel,Industry,Target_Audience,Funnel_Stage,Creative_Type,Device_Target,Region_Target,Bid_Strategy,Budget,Budget_Category,Campaign_Duration,Start_Date,End_Date,Campaign_Status,AI_Campaign_Score,Success_Probability,Risk_Level,Priority,Expected_ROI,Estimated_Revenue,Expected_Conversions,Target_CPA,Target_ROAS,Audience_Size,Optimization_Score,Impressions,CTR,Clicks,Conversion_Rate,Conversions,CPC,CPM,Spend,Revenue
827,CMP_0827_Customer_Retention,Retargeting,Customer Retention,221,LinkedIn Ads,Travel,Students,BOFU,Image,Mobile,North,Target ROAS,1210368,Enterprise,34,2026-07-31,2026-09-03,Planned,97,89,Low,High,100.27,2424003,1595,758.85,2.0,903438,82,2874835,11.61,333768,6.92,23096,3.63,421.02,1210368,2424003
828,CMP_0828_Increase_Sales,Lead Generation,Increase Sales,127,Google Search Ads,Technology,Working Professionals,MOFU,Carousel,Desktop,East,Target ROAS,1366246,Enterprise,16,2026-03-15,2026-03-31,Completed,97,93,Low,High,143.31,3324213,3249,420.51,2.43,2842227,79,4175897,2.61,108990,6.92,7542,12.54,327.17,1366246,3324213
829,CMP_0829_Generate_Leads,Retargeting,Generate Leads,23,Google Search Ads,E-Commerce,Working Professionals,BOFU,Carousel,All Devices,Central,CPM,592940,Large,120,2026-08-27,2026-12-25,Planned,78,81,Medium,Medium,106.7,1225606,2960,200.32,2.07,1904183,61,3464648,6.36,220351,11.32,24943,2.69,171.14,592940,1225606
830,CMP_0830_Customer_Retention,Product Launch,Customer Retention,25,Facebook Ads,Food Delivery,Working Professionals,TOFU,Story,Mobile,East,CPC,872990,Large,79,2026-05-07,2026-07-25,Running,79,85,Medium,Medium,69.45,1479281,890,980.89,1.69,1610831,75,4371906,5.53,241766,9.07,21928,3.61,199.68,872990,1479281
831,CMP_0831_Generate_Leads,Retargeting,Generate Leads,283,Instagram Ads,Education,Senior Citizens,BOFU,Reels,Mobile,East,CPA,1312887,Enterprise,64,2026-05-30,2026-08-02,Running,94,88,Low,High,79.33,2354400,1927,681.31,1.79,628800,76,4628139,9.22,426714,16.04,68444,3.08,283.67,1312887,2354400
832,CMP_0832_Increase_Brand_Awareness,Product Launch,Increase Brand Awareness,99,Google Search Ads,Fashion,Freelancers,TOFU,Story,Desktop,Central,CPC,332068,Medium,15,2026-08-05,2026-08-20,Paused,72,76,Medium,Medium,73.05,574643,1207,275.12,1.73,2213031,68,1396584,3.54,49439,11.34,5606,6.72,237.77,332068,574643
833,CMP_0833_Website_Traffic,Brand Awareness,Website Traffic,203,Affiliate Marketing,Healthcare,Students,TOFU,Story,All Devices,North,Maximize Clicks,1416688,Enterprise,72,2026-08-24,2026-11-04,Planned,99,99,Low,High,87.91,2662098,2902,488.18,1.88,801857,77,4736671,7.34,347671,12.0,41720,4.07,299.09,1416688,2662098
834,CMP_0834_Increase_Brand_Awareness,Brand Awareness,Increase Brand Awareness,47,Instagram Ads,E-Commerce,Students,TOFU,Reels,Mobile,North,CPA,967056,Large,106,2026-02-17,2026-06-03,Completed,76,80,Medium,Medium,94.15,1877539,4315,224.11,1.94,4268078,72,2379415,0.99,23556,2.5,588,41.05,406.43,967056,1877539
835,CMP_0835_Website_Traffic,Retargeting,Website Traffic,62,YouTube Ads,Food Delivery,Business Owners,BOFU,Story,Tablet,West,Maximize Clicks,1289640,Enterprise,42,2026-04-15,2026-05-27,Completed,95,89,Low,High,131.17,2981260,3746,344.27,2.31,1647579,66,3788296,5.55,210250,3.42,7190,6.13,340.43,1289640,2981260
836,CMP_0836_Website_Traffic,Product Launch,Website Traffic,151,Google Search Ads,Food Delivery,Students,TOFU,Reels,All Devices,Central,Target ROAS,498193,Medium,85,2026-02-18,2026-05-14,Completed,69,73,High,Low,96.5,978949,2756,180.77,1.96,2222738,71,3055029,1.65,50407,9.45,4763,9.88,163.07,498193,978949
837,CMP_0837_Website_Traffic,App Promotion,Website Traffic,178,LinkedIn Ads,E-Commerce,Working Professionals,TOFU,Carousel,Mobile,West,CPA,1064011,Enterprise,51,2026-07-17,2026-09-06,Paused,96,96,Low,High,76.94,1882661,3322,320.29,1.77,3816878,68,1901743,2.56,48684,16.99,8271,21.86,559.49,1064011,1882661
838,CMP_0838_Increase_Brand_Awareness,App Promotion,Increase Brand Awareness,124,YouTube Ads,Technology,Senior Citizens,TOFU,Story,Desktop,Central,CPC,1480349,Enterprise,92,2026-08-05,2026-11-05,Paused,88,81,Low,Medium,112.4,3144261,4770,310.35,2.12,3231086,81,4984350,6.48,322985,9.26,29908,4.58,297.0,1480349,3144261
839,CMP_0839_Increase_Brand_Awareness,Lead Generation,Increase Brand Awareness,186,Google Search Ads,E-Commerce,Students,MOFU,Carousel,Mobile,South,Target ROAS,587803,Large,85,2026-02-23,2026-05-19,Completed,79,78,Medium,Medium,98.15,1164731,1355,433.8,1.98,4424837,71,3053903,2.25,68712,5.06,3476,8.55,192.48,587803,1164731
840,CMP_0840_Generate_Leads,Retargeting,Generate Leads,282,YouTube Ads,Food Delivery,Senior Citizens,BOFU,Reels,Desktop,West,CPC,916136,Large,111,2026-08-21,2026-12-10,Paused,83,77,Medium,Medium,94.21,1779227,3265,280.59,1.94,1024085,62,4986537,8.53,425351,17.88,76052,2.15,183.72,916136,1779227
841,CMP_0841_App_Installs,App Promotion,App Installs,65,Google Display Ads,Finance,Senior Citizens,TOFU,Story,Mobile,North,CPA,502677,Large,24,2026-07-06,2026-07-30,Paused,94,90,Low,High,116.13,1086435,2451,205.09,2.16,3454740,60,4822663,10.42,502521,1.81,9095,1.0,104.23,502677,1086435
842,CMP_0842_Customer_Retention,Brand Awareness,Customer Retention,10,YouTube Ads,Finance,Senior Citizens,TOFU,Image,Tablet,South,CPA,429292,Medium,24,2026-07-28,2026-08-21,Planned,78,79,Medium,Medium,84.84,793503,4735,90.66,1.85,2671398,79,4048248,7.64,309286,1.91,5907,1.39,106.04,429292,793503
843,CMP_0843_Increase_Brand_Awareness,App Promotion,Increase Brand Awareness,107,Google Display Ads,E-Commerce,Business Owners,TOFU,Carousel,All Devices,North,CPM,236576,Medium,114,2026-08-02,2026-11-24,Paused,80,76,Medium,Medium,106.99,489688,449,526.9,2.07,1349375,61,497825,8.38,41717,17.88,7458,5.67,475.22,236576,489688
844,CMP_0844_Increase_Sales,App Promotion,Increase Sales,143,Google Display Ads,Food Delivery,Working Professionals,TOFU,Video,All Devices,West,CPM,979042,Large,55,2026-03-02,2026-04-26,Completed,78,84,Medium,Medium,66.14,1626580,3254,300.87,1.66,3130347,90,2134226,2.26,48233,12.38,5971,20.3,458.73,979042,1626580
845,CMP_0845_Increase_Brand_Awareness,App Promotion,Increase Brand Awareness,150,Google Search Ads,Travel,Business Owners,TOFU,Story,Mobile,South,Maximize Clicks,1086742,Enterprise,82,2026-01-29,2026-04-21,Completed,88,89,Low,Medium,111.78,2301502,3713,292.69,2.12,3738177,68,1723613,4.9,84457,3.19,2694,12.87,630.5,1086742,2301502
846,CMP_0846_Website_Traffic,Brand Awareness,Website Traffic,287,Email Marketing,Healthcare,Families,TOFU,Video,Mobile,South,CPA,1287481,Enterprise,29,2026-07-18,2026-08-16,Paused,91,98,Low,High,75.58,2260559,2706,475.79,1.76,2155588,85,610318,9.0,54928,9.48,5207,23.44,2109.52,1287481,2260559
847,CMP_0847_Increase_Brand_Awareness,App Promotion,Increase Brand Awareness,51,Google Display Ads,Food Delivery,Senior Citizens,TOFU,Story,Desktop,West,CPC,1235916,Enterprise,102,2026-08-10,2026-11-20,Paused,90,96,Low,High,76.91,2186458,2724,453.71,1.77,2645271,91,2560890,7.39,189249,16.12,30506,6.53,482.61,1235916,2186458
848,CMP_0848_Website_Traffic,Product Launch,Website Traffic,44,Email Marketing,Fashion,Business Owners,TOFU,Reels,Desktop,North,Target ROAS,1302422,Enterprise,55,2026-08-12,2026-10-06,Paused,100,95,Low,High,94.36,2531387,362,3597.85,1.94,1322950,98,4070736,5.18,210864,1.72,3626,6.18,319.95,1302422,2531387
849,CMP_0849_App_Installs,App Promotion,App Installs,220,Google Display Ads,Food Delivery,Senior Citizens,TOFU,Video,Mobile,Central,CPA,464204,Medium,88,2026-02-11,2026-05-10,Completed,82,84,Medium,Medium,118.92,1016235,4202,110.47,2.19,3606345,65,746584,10.44,77943,11.11,8659,5.96,621.77,464204,1016235
850,CMP_0850_Increase_Sales,Brand Awareness,Increase Sales,110,Affiliate Marketing,Technology,Students,TOFU,Carousel,All Devices,South,CPC,93330,Small,115,2026-07-16,2026-11-08,Paused,73,78,Medium,Medium,68.06,156850,102,915.0,1.68,4461204,80,4420717,10.48,463291,9.9,45865,0.2,21.11,93330,156850
851,CMP_0851_Website_Traffic,Lead Generation,Website Traffic,35,Instagram Ads,Fashion,Senior Citizens,MOFU,Story,Mobile,Central,Target ROAS,403275,Medium,102,2026-07-22,2026-11-01,Paused,63,68,High,Low,77.01,713837,1543,261.36,1.77,744435,94,3077235,2.82,86778,16.89,14656,4.65,131.05,403275,713837
852,CMP_0852_App_Installs,Retargeting,App Installs,223,Affiliate Marketing,Healthcare,Families,BOFU,Story,Mobile,North,CPC,648351,Large,49,2026-08-05,2026-09-23,Paused,95,94,Low,High,104.95,1328795,1997,324.66,2.05,3215856,74,77824,7.17,5579,4.95,276,116.21,8330.99,648351,1328795
853,CMP_0853_Generate_Leads,Lead Generation,Generate Leads,253,Email Marketing,Education,Business Owners,MOFU,Image,Tablet,Central,CPM,1458177,Enterprise,82,2026-04-16,2026-07-07,Running,95,95,Low,High,110.37,3067566,1412,1032.7,2.1,4053461,82,4693436,5.65,265179,5.43,14399,5.5,310.68,1458177,3067566
854,CMP_0854_Increase_Brand_Awareness,Lead Generation,Increase Brand Awareness,198,YouTube Ads,E-Commerce,Working Professionals,MOFU,Image,Tablet,North,CPA,1258253,Enterprise,80,2026-06-22,2026-09-10,Running,89,92,Low,Medium,94.01,2441136,696,1807.83,1.94,1544074,91,1043791,1.53,15970,13.29,2122,78.79,1205.46,1258253,2441136
855,CMP_0855_Increase_Brand_Awareness,App Promotion,Increase Brand Awareness,243,LinkedIn Ads,Finance,Senior Citizens,TOFU,Story,Desktop,North,CPM,716389,Large,86,2026-07-14,2026-10-08,Paused,94,99,Low,High,89.13,1354906,3156,226.99,1.89,1218230,77,1808265,7.09,128205,13.19,16910,5.59,396.17,716389,1354906
856,CMP_0856_Generate_Leads,Lead Generation,Generate Leads,296,Google Search Ads,Education,Freelancers,MOFU,Story,Desktop,West,CPC,717575,Large,87,2026-08-27,2026-11-22,Paused,77,83,Medium,Medium,111.53,1517886,4902,146.38,2.12,1365584,94,1081797,8.09,87517,7.5,6563,8.2,663.32,717575,1517886
857,CMP_0857_Website_Traffic,Sales,Website Traffic,12,Email Marketing,Fashion,Senior Citizens,TOFU,Story,Mobile,West,CPM,930941,Large,94,2026-02-24,2026-05-29,Completed,95,92,Low,High,140.78,2241519,172,5412.45,2.41,4644573,97,956441,7.53,72020,15.52,11177,12.93,973.34,930941,2241519
858,CMP_0858_Customer_Retention,Sales,Customer Retention,123,LinkedIn Ads,Healthcare,Senior Citizens,TOFU,Video,Tablet,North,Target ROAS,396659,Medium,76,2026-07-20,2026-10-04,Planned,85,81,Low,Medium,69.48,672257,2041,194.35,1.69,972320,83,4797135,6.09,292145,12.34,36050,1.36,82.69,396659,672257
859,CMP_0859_Increase_Brand_Awareness,Brand Awareness,Increase Brand Awareness,51,Google Search Ads,Finance,Business Owners,TOFU,Carousel,All Devices,East,Target ROAS,121489,Medium,47,2026-03-22,2026-05-08,Completed,66,74,High,Low,95.93,238033,4171,29.13,1.96,589843,85,1251502,10.96,137164,14.13,19381,0.89,97.07,121489,238033
860,CMP_0860_Generate_Leads,Sales,Generate Leads,205,Google Search Ads,Education,Families,TOFU,Carousel,All Devices,Central,Target ROAS,1077868,Enterprise,86,2026-05-29,2026-08-23,Running,86,87,Low,Medium,124.23,2416903,2979,361.82,2.24,2732290,81,89290,9.78,8732,2.56,223,123.44,12071.54,1077868,2416903
861,CMP_0861_Increase_Sales,Lead Generation,Increase Sales,190,LinkedIn Ads,Healthcare,Working Professionals,MOFU,Carousel,Desktop,East,Target ROAS,1351632,Enterprise,16,2026-06-14,2026-06-30,Running,91,88,Low,High,94.76,2632438,3890,347.46,1.95,1432143,60,2920208,11.12,324727,7.58,24614,4.16,462.85,1351632,2632438
862,CMP_0862_Increase_Sales,Lead Generation,Increase Sales,82,LinkedIn Ads,Food Delivery,Students,MOFU,Video,Tablet,South,CPA,546720,Large,86,2026-01-06,2026-04-02,Completed,92,99,Low,High,128.33,1248325,3584,152.54,2.28,2651823,82,2828937,9.45,267334,5.94,15879,2.05,193.26,546720,1248325
863,CMP_0863_App_Installs,Lead Generation,App Installs,185,Affiliate Marketing,Travel,Working Professionals,MOFU,Story,All Devices,Central,CPA,1060042,Enterprise,117,2026-04-04,2026-07-30,Running,92,97,Low,High,107.93,2204145,1991,532.42,2.08,892995,87,4861971,9.04,439522,16.16,71026,2.41,218.03,1060042,2204145
864,CMP_0864_Customer_Retention,Retargeting,Customer Retention,42,Affiliate Marketing,Technology,Families,BOFU,Reels,All Devices,South,CPA,835591,Large,19,2026-08-22,2026-09-10,Planned,90,85,Low,High,89.23,1581188,1326,630.16,1.89,3849448,81,3459317,1.81,62613,17.82,11157,13.35,241.55,835591,1581188
865,CMP_0865_Increase_Sales,Product Launch,Increase Sales,16,Facebook Ads,Fashion,Freelancers,TOFU,Carousel,Mobile,North,Maximize Clicks,1242872,Enterprise,35,2026-08-07,2026-09-11,Planned,95,89,Low,High,89.97,2361083,4071,305.3,1.9,423958,76,147608,9.95,14686,17.31,2542,84.63,8420.09,1242872,2361083
866,CMP_0866_Increase_Brand_Awareness,Lead Generation,Increase Brand Awareness,265,Instagram Ads,Fashion,Families,MOFU,Reels,All Devices,East,CPC,342982,Medium,48,2026-08-03,2026-09-20,Paused,81,80,Medium,Medium,78.34,611674,4452,77.04,1.78,2022392,89,2471254,8.62,213022,15.71,33465,1.61,138.79,342982,611674
867,CMP_0867_App_Installs,Sales,App Installs,99,Google Search Ads,Healthcare,Families,TOFU,Image,Desktop,North,CPC,1085926,Enterprise,39,2026-06-16,2026-07-25,Running,85,92,Low,Medium,93.48,2101049,4145,261.98,1.93,4469831,100,4706562,1.68,79070,5.63,4451,13.73,230.73,1085926,2101049
868,CMP_0868_Customer_Retention,Lead Generation,Customer Retention,124,Affiliate Marketing,Travel,Families,MOFU,Story,All Devices,West,CPM,250988,Medium,40,2026-06-07,2026-07-17,Running,61,59,High,Low,55.66,390687,4284,58.59,1.56,1185739,69,4119729,1.5,61795,10.73,6630,4.06,60.92,250988,390687
869,CMP_0869_Website_Traffic,Lead Generation,Website Traffic,263,Email Marketing,Food Delivery,Freelancers,MOFU,Story,Mobile,North,Maximize Clicks,1217134,Enterprise,110,2026-07-23,2026-11-10,Planned,99,99,Low,High,123.37,2718712,4084,298.02,2.23,1763152,99,4003934,2.99,119717,7.05,8440,10.17,303.98,1217134,2718712
870,CMP_0870_Increase_Sales,App Promotion,Increase Sales,103,Instagram Ads,Education,Senior Citizens,TOFU,Carousel,Mobile,Central,Target ROAS,1157878,Enterprise,107,2026-08-20,2026-12-05,Paused,88,81,Low,Medium,125.14,2606846,1372,843.93,2.25,3268382,93,2758322,11.57,319137,7.48,23871,3.63,419.78,1157878,2606846
871,CMP_0871_Increase_Brand_Awareness,Product Launch,Increase Brand Awareness,282,Google Search Ads,Healthcare,Families,TOFU,Story,Desktop,West,Target ROAS,1248011,Enterprise,95,2026-06-11,2026-09-14,Running,99,99,Low,High,82.86,2282112,3166,394.19,1.83,1422541,92,3725045,9.07,337861,15.6,52706,3.69,335.03,1248011,2282112
872,CMP_0872_Website_Traffic,Product Launch,Website Traffic,151,Google Display Ads,E-Commerce,Freelancers,TOFU,Video,Mobile,West,CPA,685937,Large,62,2026-07-23,2026-09-23,Paused,89,96,Low,Medium,99.82,1370639,1408,487.17,2.0,2678203,76,4615402,11.59,534925,4.46,23857,1.28,148.62,685937,1370639
873,CMP_0873_Website_Traffic,Brand Awareness,Website Traffic,19,Affiliate Marketing,Food Delivery,Students,TOFU,Image,Desktop,West,CPC,1124152,Enterprise,107,2026-05-25,2026-09-09,Running,94,89,Low,High,123.02,2507083,2394,469.57,2.23,1278907,82,2160261,3.58,77337,7.56,5846,14.54,520.38,1124152,2507083
874,CMP_0874_Customer_Retention,Sales,Customer Retention,168,Affiliate Marketing,Technology,Business Owners,TOFU,Video,Tablet,North,Target ROAS,576332,Large,20,2026-06-03,2026-06-23,Completed,80,74,Medium,Medium,64.92,950486,4651,123.92,1.65,2158511,97,3053031,2.98,90980,4.51,4103,6.33,188.77,576332,950486
875,CMP_0875_Increase_Brand_Awareness,Lead Generation,Increase Brand Awareness,15,LinkedIn Ads,Food Delivery,Freelancers,MOFU,Video,Tablet,Central,Maximize Clicks,1044563,Enterprise,61,2026-02-19,2026-04-21,Completed,98,99,Low,High,102.86,2119000,2291,455.94,2.03,4776742,99,1500975,4.8,72046,11.82,8515,14.5,695.92,1044563,2119000
876,CMP_0876_App_Installs,Lead Generation,App Installs,248,Instagram Ads,Finance,Business Owners,MOFU,Reels,Mobile,Central,CPC,391704,Medium,53,2026-07-21,2026-09-12,Paused,70,66,Medium,Medium,94.02,759984,2825,138.66,1.94,2704510,92,3412545,5.63,192126,5.92,11373,2.04,114.78,391704,759984
877,CMP_0877_App_Installs,Brand Awareness,App Installs,84,YouTube Ads,Food Delivery,Families,TOFU,Story,Mobile,South,Target ROAS,178249,Medium,69,2026-07-12,2026-09-19,Planned,70,69,Medium,Medium,83.73,327496,4267,41.77,1.84,4264554,94,3895910,10.55,411018,9.44,38800,0.43,45.75,178249,327496
878,CMP_0878_Customer_Retention,Sales,Customer Retention,118,Instagram Ads,Food Delivery,Students,TOFU,Video,Mobile,South,CPA,112801,Medium,68,2026-07-12,2026-09-18,Planned,71,65,Medium,Medium,106.0,232370,4047,27.87,2.06,605806,90,950809,7.64,72641,7.6,5520,1.55,118.64,112801,232370
879,CMP_0879_Customer_Retention,App Promotion,Customer Retention,19,YouTube Ads,E-Commerce,Senior Citizens,TOFU,Image,Tablet,South,CPM,520350,Large,22,2026-03-15,2026-04-06,Completed,76,75,Medium,Medium,113.2,1109386,931,558.92,2.13,356525,85,1752436,11.77,206261,16.85,34754,2.52,296.93,520350,1109386
880,CMP_0880_App_Installs,Product Launch,App Installs,146,Facebook Ads,Education,Senior Citizens,TOFU,Reels,Desktop,Central,Maximize Clicks,486986,Medium,53,2026-07-12,2026-09-03,Planned,86,83,Low,Medium,123.28,1087342,3018,161.36,2.23,530235,92,4725642,7.95,375688,14.39,54061,1.3,103.05,486986,1087342
881,CMP_0881_Increase_Sales,App Promotion,Increase Sales,261,Google Search Ads,Healthcare,Freelancers,TOFU,Story,Desktop,South,CPA,113090,Medium,26,2026-08-02,2026-08-28,Planned,70,67,Medium,Medium,89.44,214237,314,360.16,1.89,2453993,64,3558646,6.61,235226,10.99,25851,0.48,31.78,113090,214237
882,CMP_0882_Increase_Sales,Retargeting,Increase Sales,48,Google Display Ads,Healthcare,Senior Citizens,BOFU,Video,All Devices,East,CPA,956905,Large,67,2026-08-23,2026-10-29,Paused,88,86,Low,Medium,128.92,2190546,1321,724.38,2.29,1528499,78,3040134,9.84,299149,17.14,51274,3.2,314.76,956905,2190546
883,CMP_0883_Customer_Retention,Product Launch,Customer Retention,230,YouTube Ads,E-Commerce,Students,TOFU,Image,Desktop,West,CPA,406020,Medium,30,2026-07-15,2026-08-14,Paused,84,89,Medium,Medium,103.9,827874,2571,157.92,2.04,4845040,72,191689,9.53,18267,12.8,2338,22.23,2118.12,406020,827874
884,CMP_0884_Customer_Retention,Retargeting,Customer Retention,276,YouTube Ads,Fashion,Business Owners,BOFU,Story,Tablet,East,CPA,1142452,Enterprise,22,2026-05-31,2026-06-22,Completed,91,94,Low,High,102.41,2312437,1296,881.52,2.02,4989488,73,705725,8.73,61609,1.74,1071,18.54,1618.83,1142452,2312437
885,CMP_0885_Generate_Leads,Retargeting,Generate Leads,275,Affiliate Marketing,Travel,Business Owners,BOFU,Reels,Desktop,North,CPA,1361640,Enterprise,94,2026-05-01,2026-08-03,Running,96,92,Low,High,139.72,3264123,735,1852.57,2.4,2412305,82,1262274,10.66,134558,12.7,17088,10.12,1078.72,1361640,3264123
886,CMP_0886_Generate_Leads,Sales,Generate Leads,175,LinkedIn Ads,Technology,Students,TOFU,Story,All Devices,North,Maximize Clicks,1345601,Enterprise,75,2026-07-24,2026-10-07,Planned,92,86,Low,High,106.67,2780953,4836,278.25,2.07,1038061,91,903993,1.24,11209,2.63,294,120.05,1488.51,1345601,2780953
887,CMP_0887_Increase_Brand_Awareness,Retargeting,Increase Brand Awareness,265,Google Display Ads,Education,Senior Citizens,BOFU,Video,Mobile,Central,Maximize Clicks,1131145,Enterprise,28,2026-06-22,2026-07-20,Running,96,99,Low,High,104.14,2309119,446,2536.2,2.04,557829,79,4150749,5.15,213763,2.52,5386,5.29,272.52,1131145,2309119
888,CMP_0888_Generate_Leads,Sales,Generate Leads,36,Email Marketing,E-Commerce,Families,TOFU,Video,All Devices,East,Target ROAS,473160,Medium,113,2026-08-13,2026-12-04,Paused,67,63,High,Low,76.16,833518,306,1546.27,1.76,1086509,85,2586081,6.19,160078,13.01,20826,2.96,182.96,473160,833518
889,CMP_0889_Increase_Brand_Awareness,Sales,Increase Brand Awareness,174,Email Marketing,Food Delivery,Working Professionals,TOFU,Video,Tablet,Central,CPM,190149,Medium,83,2026-07-26,2026-10-17,Paused,73,81,Medium,Medium,84.07,350007,442,430.2,1.84,1114481,93,4986324,5.47,272751,4.75,12955,0.7,38.13,190149,350007
890,CMP_0890_Customer_Retention,Lead Generation,Customer Retention,259,Google Search Ads,Education,Families,MOFU,Story,Tablet,Central,CPM,967019,Large,47,2026-02-19,2026-04-07,Completed,78,77,Medium,Medium,102.68,1959954,4156,232.68,2.03,3364764,75,4360074,3.81,166118,13.54,22492,5.82,221.79,967019,1959954
891,CMP_0891_Generate_Leads,Product Launch,Generate Leads,76,LinkedIn Ads,Fashion,Families,TOFU,Carousel,All Devices,North,Maximize Clicks,964098,Large,49,2026-08-20,2026-10-08,Planned,77,70,Medium,Medium,113.07,2054203,691,1395.22,2.13,3527210,96,1984835,5.25,104203,11.16,11629,9.25,485.73,964098,2054203
892,CMP_0892_Generate_Leads,Product Launch,Generate Leads,60,Email Marketing,E-Commerce,Senior Citizens,TOFU,Image,All Devices,Central,CPA,1076743,Enterprise,29,2026-06-07,2026-07-06,Running,85,83,Low,Medium,92.89,2076929,2190,491.66,1.93,284233,93,3021143,5.89,177945,9.66,17189,6.05,356.4,1076743,2076929
893,CMP_0893_Customer_Retention,App Promotion,Customer Retention,207,LinkedIn Ads,Healthcare,Business Owners,TOFU,Video,Tablet,East,CPC,835442,Large,65,2026-08-12,2026-10-16,Planned,84,77,Medium,Medium,120.14,1839142,4410,189.44,2.2,4625333,86,4178998,4.68,195577,12.99,25405,4.27,199.91,835442,1839142
894,CMP_0894_Customer_Retention,Product Launch,Customer Retention,170,LinkedIn Ads,Finance,Working Professionals,TOFU,Carousel,All Devices,North,CPM,1031026,Enterprise,114,2026-03-15,2026-07-07,Running,98,99,Low,High,106.55,2129584,1751,588.82,2.07,114713,98,1837275,4.05,74409,8.08,6012,13.86,561.17,1031026,2129584
