Campaign_ID,Campaign_Name,Campaign_Type,Campaign_Objective,Product_ID,Marketing_Channel,Industry,Target_Audience,Funnel_Stage,Creative_Type,Device_Target,Region_Target,Bid_Strategy,Budget,Budget_Category,Campaign_Duration,Start_Date,End_Date,Campaign_Status,AI_Campaign_Score,Success_Probability,Risk_Level,Priority,Expected_ROI,Estimated_Revenue,Expected_Conversions,Target_CPA,Target_ROAS,Audience_Size,Optimization_Score,Impressions,Clicks,Conversions,CTR,Conversion_Rate,Spend,Revenue,CPC,CPM,ROAS,ROI,Engagement_Rate,Bounce_Rate,Avg_Session_Duration,Campaign_Success
857,CMP_0857_Website_Traffic,Sales,Website Traffic,12,Email Marketing,Fashion,Senior Citizens,TOFU,Story,Mobile,West,CPM,930941,Large,94,2026-02-24,2026-05-29,Completed,95,92,Low,High,140.78,2241519,172,5412.45,2.41,4644573,97,956441,72020,11177,7.53,15.52,930941,2241519,12.93,973.34,2.41,140.78,8.95,60.33,43,1
858,CMP_0858_Customer_Retention,Sales,Customer Retention,123,LinkedIn Ads,Healthcare,Senior Citizens,TOFU,Video,Tablet,North,Target ROAS,396659,Medium,76,2026-07-20,2026-10-04,Planned,85,81,Low,Medium,69.48,672257,2041,194.35,1.69,972320,83,4797135,292145,36050,6.09,12.34,396659,672257,1.36,82.69,1.69,69.48,17.73,27.66,378,1
859,CMP_0859_Increase_Brand_Awareness,Brand Awareness,Increase Brand Awareness,51,Google Search Ads,Finance,Business Owners,TOFU,Carousel,All Devices,East,Target ROAS,121489,Medium,47,2026-03-22,2026-05-08,Completed,66,74,High,Low,95.93,238033,4171,29.13,1.96,589843,85,1251502,137164,19381,10.96,14.13,121489,238033,0.89,97.07,1.96,95.93,12.64,48.41,346,1
860,CMP_0860_Generate_Leads,Sales,Generate Leads,205,Google Search Ads,Education,Families,TOFU,Carousel,All Devices,Central,Target ROAS,1077868,Enterprise,86,2026-05-29,2026-08-23,Running,86,87,Low,Medium,124.23,2416903,2979,361.82,2.24,2732290,81,89290,8732,223,9.78,2.55,1077868,2416903,123.44,12071.54,2.24,124.23,5.47,46.81,371,1
861,CMP_0861_Increase_Sales,Lead Generation,Increase Sales,190,LinkedIn Ads,Healthcare,Working Professionals,MOFU,Carousel,Desktop,East,Target ROAS,1351632,Enterprise,16,2026-06-14,2026-06-30,Running,91,88,Low,High,94.76,2632438,3890,347.46,1.95,1432143,60,2920208,324727,24614,11.12,7.58,1351632,2632438,4.16,462.85,1.95,94.76,3.03,41.78,315,1
862,CMP_0862_Increase_Sales,Lead Generation,Increase Sales,82,LinkedIn Ads,Food Delivery,Students,MOFU,Video,Tablet,South,CPA,546720,Large,86,2026-01-06,2026-04-02,Completed,92,99,Low,High,128.33,1248325,3584,152.54,2.28,2651823,82,2828937,267334,15879,9.45,5.94,546720,1248325,2.05,193.26,2.28,128.33,15.79,38.85,449,1
863,CMP_0863_App_Installs,Lead Generation,App Installs,185,Affiliate Marketing,Travel,Working Professionals,MOFU,Story,All Devices,Central,CPA,1060042,Enterprise,117,2026-04-04,2026-07-30,Running,92,97,Low,High,107.93,2204145,1991,532.42,2.08,892995,87,4861971,439522,71026,9.04,16.16,1060042,2204145,2.41,218.03,2.08,107.93,5.12,28.11,181,1
864,CMP_0864_Customer_Retention,Retargeting,Customer Retention,42,Affiliate Marketing,Technology,Families,BOFU,Reels,All Devices,South,CPA,835591,Large,19,2026-08-22,2026-09-10,Planned,90,85,Low,High,89.23,1581188,1326,630.16,1.89,3849448,81,3459317,62613,11157,1.81,17.82,835591,1581188,13.35,241.55,1.89,89.23,12.68,53.82,457,1
865,CMP_0865_Increase_Sales,Product Launch,Increase Sales,16,Facebook Ads,Fashion,Freelancers,TOFU,Carousel,Mobile,North,Maximize Clicks,1242872,Enterprise,35,2026-08-07,2026-09-11,Planned,95,89,Low,High,89.97,2361083,4071,305.3,1.9,423958,76,147608,14686,2542,9.95,17.31,1242872,2361083,84.63,8420.09,1.9,89.97,8.14,52.54,91,1
866,CMP_0866_Increase_Brand_Awareness,Lead Generation,Increase Brand Awareness,265,Instagram Ads,Fashion,Families,MOFU,Reels,All Devices,East,CPC,342982,Medium,48,2026-08-03,2026-09-20,Paused,81,80,Medium,Medium,78.34,611674,4452,77.04,1.78,2022392,89,2471254,213022,33465,8.62,15.71,342982,611674,1.61,138.79,1.78,78.34,16.04,51.71,80,1
867,CMP_0867_App_Installs,Sales,App Installs,99,Google Search Ads,Healthcare,Families,TOFU,Image,Desktop,North,CPC,1085926,Enterprise,39,2026-06-16,2026-07-25,Running,85,92,Low,Medium,93.48,2101049,4145,261.98,1.93,4469831,100,4706562,79070,4451,1.68,5.63,1085926,2101049,13.73,230.73,1.93,93.48,9.26,67.85,382,0
868,CMP_0868_Customer_Retention,Lead Generation,Customer Retention,124,Affiliate Marketing,Travel,Families,MOFU,Story,All Devices,West,CPM,250988,Medium,40,2026-06-07,2026-07-17,Running,61,59,High,Low,55.66,390687,4284,58.59,1.56,1185739,69,4119729,61795,6630,1.5,10.73,250988,390687,4.06,60.92,1.56,55.66,5.59,56.24,142,1
869,CMP_0869_Website_Traffic,Lead Generation,Website Traffic,263,Email Marketing,Food Delivery,Freelancers,MOFU,Story,Mobile,North,Maximize Clicks,1217134,Enterprise,110,2026-07-23,2026-11-10,Planned,99,99,Low,High,123.37,2718712,4084,298.02,2.23,1763152,99,4003934,119717,8440,2.99,7.05,1217134,2718712,10.17,303.98,2.23,123.37,2.21,30.84,459,1
870,CMP_0870_Increase_Sales,App Promotion,Increase Sales,103,Instagram Ads,Education,Senior Citizens,TOFU,Carousel,Mobile,Central,Target ROAS,1157878,Enterprise,107,2026-08-20,2026-12-05,Paused,88,81,Low,Medium,125.14,2606846,1372,843.93,2.25,3268382,93,2758322,319137,23871,11.57,7.48,1157878,2606846,3.63,419.78,2.25,125.14,12.76,22.59,365,1
871,CMP_0871_Increase_Brand_Awareness,Product Launch,Increase Brand Awareness,282,Google Search Ads,Healthcare,Families,TOFU,Story,Desktop,West,Target ROAS,1248011,Enterprise,95,2026-06-11,2026-09-14,Running,99,99,Low,High,82.86,2282112,3166,394.19,1.83,1422541,92,3725045,337861,52706,9.07,15.6,1248011,2282112,3.69,335.03,1.83,82.86,6.81,49.7,479,1
872,CMP_0872_Website_Traffic,Product Launch,Website Traffic,151,Google Display Ads,E-Commerce,Freelancers,TOFU,Video,Mobile,West,CPA,685937,Large,62,2026-07-23,2026-09-23,Paused,89,96,Low,Medium,99.82,1370639,1408,487.17,2.0,2678203,76,4615402,534925,23857,11.59,4.46,685937,1370639,1.28,148.62,2.0,99.82,5.8,62.49,285,1
873,CMP_0873_Website_Traffic,Brand Awareness,Website Traffic,19,Affiliate Marketing,Food Delivery,Students,TOFU,Image,Desktop,West,CPC,1124152,Enterprise,107,2026-05-25,2026-09-09,Running,94,89,Low,High,123.02,2507083,2394,469.57,2.23,1278907,82,2160261,77337,5846,3.58,7.56,1124152,2507083,14.54,520.38,2.23,123.02,3.8,58.04,161,1
874,CMP_0874_Customer_Retention,Sales,Customer Retention,168,Affiliate Marketing,Technology,Business Owners,TOFU,Video,Tablet,North,Target ROAS,576332,Large,20,2026-06-03,2026-06-23,Completed,80,74,Medium,Medium,64.92,950486,4651,123.92,1.65,2158511,97,3053031,90980,4103,2.98,4.51,576332,950486,6.33,188.77,1.65,64.92,6.01,34.3,273,0
875,CMP_0875_Increase_Brand_Awareness,Lead Generation,Increase Brand Awareness,15,LinkedIn Ads,Food Delivery,Freelancers,MOFU,Video,Tablet,Central,Maximize Clicks,1044563,Enterprise,61,2026-02-19,2026-04-21,Completed,98,99,Low,High,102.86,2119000,2291,455.94,2.03,4776742,99,1500975,72046,8515,4.8,11.82,1044563,2119000,14.5,695.92,2.03,102.86,11.83,61.02,495,1
876,CMP_0876_App_Installs,Lead Generation,App Installs,248,Instagram Ads,Finance,Business Owners,MOFU,Reels,Mobile,Central,CPC,391704,Medium,53,2026-07-21,2026-09-12,Paused,70,66,Medium,Medium,94.02,759984,2825,138.66,1.94,2704510,92,3412545,192126,11373,5.63,5.92,391704,759984,2.04,114.78,1.94,94.02,13.66,34.81,289,0
877,CMP_0877_App_Installs,Brand Awareness,App Installs,84,YouTube Ads,Food Delivery,Families,TOFU,Story,Mobile,South,Target ROAS,178249,Medium,69,2026-07-12,2026-09-19,Planned,70,69,Medium,Medium,83.73,327496,4267,41.77,1.84,4264554,94,3895910,411018,38800,10.55,9.44,178249,327496,0.43,45.75,1.84,83.73,4.02,38.42,71,0
878,CMP_0878_Customer_Retention,Sales,Customer Retention,118,Instagram Ads,Food Delivery,Students,TOFU,Video,Mobile,South,CPA,112801,Medium,68,2026-07-12,2026-09-18,Planned,71,65,Medium,Medium,106.0,232370,4047,27.87,2.06,605806,90,950809,72641,5520,7.64,7.6,112801,232370,1.55,118.64,2.06,106.0,7.95,32.22,40,1
879,CMP_0879_Customer_Retention,App Promotion,Customer Retention,19,YouTube Ads,E-Commerce,Senior Citizens,TOFU,Image,Tablet,South,CPM,520350,Large,22,2026-03-15,2026-04-06,Completed,76,75,Medium,Medium,113.2,1109386,931,558.92,2.13,356525,85,1752436,206261,34754,11.77,16.85,520350,1109386,2.52,296.93,2.13,113.2,8.11,60.51,421,1
880,CMP_0880_App_Installs,Product Launch,App Installs,146,Facebook Ads,Education,Senior Citizens,TOFU,Reels,Desktop,Central,Maximize Clicks,486986,Medium,53,2026-07-12,2026-09-03,Planned,86,83,Low,Medium,123.28,1087342,3018,161.36,2.23,530235,92,4725642,375688,54061,7.95,14.39,486986,1087342,1.3,103.05,2.23,123.28,17.11,36.07,134,1
881,CMP_0881_Increase_Sales,App Promotion,Increase Sales,261,Google Search Ads,Healthcare,Freelancers,TOFU,Story,Desktop,South,CPA,113090,Medium,26,2026-08-02,2026-08-28,Planned,70,67,Medium,Medium,89.44,214237,314,360.16,1.89,2453993,64,3558646,235226,25851,6.61,10.99,113090,214237,0.48,31.78,1.89,89.44,9.82,46.59,120,1
882,CMP_0882_Increase_Sales,Retargeting,Increase Sales,48,Google Display Ads,Healthcare,Senior Citizens,BOFU,Video,All Devices,East,CPA,956905,Large,67,2026-08-23,2026-10-29,Paused,88,86,Low,Medium,128.92,2190546,1321,724.38,2.29,1528499,78,3040134,299149,51274,9.84,17.14,956905,2190546,3.2,314.76,2.29,128.92,7.43,49.59,119,1
883,CMP_0883_Customer_Retention,Product Launch,Customer Retention,230,YouTube Ads,E-Commerce,Students,TOFU,Image,Desktop,West,CPA,406020,Medium,30,2026-07-15,2026-08-14,Paused,84,89,Medium,Medium,103.9,827874,2571,157.92,2.04,4845040,72,191689,18267,2338,9.53,12.8,406020,827874,22.23,2118.12,2.04,103.9,8.32,56.51,257,1
884,CMP_0884_Customer_Retention,Retargeting,Customer Retention,276,YouTube Ads,Fashion,Business Owners,BOFU,Story,Tablet,East,CPA,1142452,Enterprise,22,2026-05-31,2026-06-22,Completed,91,94,Low,High,102.41,2312437,1296,881.52,2.02,4989488,73,705725,61609,1071,8.73,1.74,1142452,2312437,18.54,1618.83,2.02,102.41,9.83,45.71,340,1
885,CMP_0885_Generate_Leads,Retargeting,Generate Leads,275,Affiliate Marketing,Travel,Business Owners,BOFU,Reels,Desktop,North,CPA,1361640,Enterprise,94,2026-05-01,2026-08-03,Running,96,92,Low,High,139.72,3264123,735,1852.57,2.4,2412305,82,1262274,134558,17088,10.66,12.7,1361640,3264123,10.12,1078.72,2.4,139.72,8.59,26.16,384,1
886,CMP_0886_Generate_Leads,Sales,Generate Leads,175,LinkedIn Ads,Technology,Students,TOFU,Story,All Devices,North,Maximize Clicks,1345601,Enterprise,75,2026-07-24,2026-10-07,Planned,92,86,Low,High,106.67,2780953,4836,278.25,2.07,1038061,91,903993,11209,294,1.24,2.62,1345601,2780953,120.05,1488.51,2.07,106.67,2.14,56.07,382,1
887,CMP_0887_Increase_Brand_Awareness,Retargeting,Increase Brand Awareness,265,Google Display Ads,Education,Senior Citizens,BOFU,Video,Mobile,Central,Maximize Clicks,1131145,Enterprise,28,2026-06-22,2026-07-20,Running,96,99,Low,High,104.14,2309119,446,2536.2,2.04,557829,79,4150749,213763,5386,5.15,2.52,1131145,2309119,5.29,272.52,2.04,104.14,7.29,58.09,197,1
888,CMP_0888_Generate_Leads,Sales,Generate Leads,36,Email Marketing,E-Commerce,Families,TOFU,Video,All Devices,East,Target ROAS,473160,Medium,113,2026-08-13,2026-12-04,Paused,67,63,High,Low,76.16,833518,306,1546.27,1.76,1086509,85,2586081,160078,20826,6.19,13.01,473160,833518,2.96,182.96,1.76,76.16,8.04,55.49,146,1
889,CMP_0889_Increase_Brand_Awareness,Sales,Increase Brand Awareness,174,Email Marketing,Food Delivery,Working Professionals,TOFU,Video,Tablet,Central,CPM,190149,Medium,83,2026-07-26,2026-10-17,Paused,73,81,Medium,Medium,84.07,350007,442,430.2,1.84,1114481,93,4986324,272751,12955,5.47,4.75,190149,350007,0.7,38.13,1.84,84.07,12.59,44.71,300,0
890,CMP_0890_Customer_Retention,Lead Generation,Customer Retention,259,Google Search Ads,Education,Families,MOFU,Story,Tablet,Central,CPM,967019,Large,47,2026-02-19,2026-04-07,Completed,78,77,Medium,Medium,102.68,1959954,4156,232.68,2.03,3364764,75,4360074,166118,22492,3.81,13.54,967019,1959954,5.82,221.79,2.03,102.68,6.04,66.03,36,1
891,CMP_0891_Generate_Leads,Product Launch,Generate Leads,76,LinkedIn Ads,Fashion,Families,TOFU,Carousel,All Devices,North,Maximize Clicks,964098,Large,49,2026-08-20,2026-10-08,Planned,77,70,Medium,Medium,113.07,2054203,691,1395.22,2.13,3527210,96,1984835,104203,11629,5.25,11.16,964098,2054203,9.25,485.73,2.13,113.07,17.56,64.96,36,1
892,CMP_0892_Generate_Leads,Product Launch,Generate Leads,60,Email Marketing,E-Commerce,Senior Citizens,TOFU,Image,All Devices,Central,CPA,1076743,Enterprise,29,2026-06-07,2026-07-06,Running,85,83,Low,Medium,92.89,2076929,2190,491.66,1.93,284233,93,3021143,177945,17189,5.89,9.66,1076743,2076929,6.05,356.4,1.93,92.89,17.9,48.41,82,0
893,CMP_0893_Customer_Retention,App Promotion,Customer Retention,207,LinkedIn Ads,Healthcare,Business Owners,TOFU,Video,Tablet,East,CPC,835442,Large,65,2026-08-12,2026-10-16,Planned,84,77,Medium,Medium,120.14,1839142,4410,189.44,2.2,4625333,86,4178998,195577,25405,4.68,12.99,835442,1839142,4.27,199.91,2.2,120.14,12.18,39.63,32,1
894,CMP_0894_Customer_Retention,Product Launch,Customer Retention,170,LinkedIn Ads,Finance,Working Professionals,TOFU,Carousel,All Devices,North,CPM,1031026,Enterprise,114,2026-03-15,2026-07-07,Running,98,99,Low,High,106.55,2129584,1751,588.82,2.07,114713,98,1837275,74409,6012,4.05,8.08,1031026,2129584,13.86,561.17,2.07,106.55,4.85,61.93,261,1
895,CMP_0895_App_Installs,Retargeting,App Installs,166,Affiliate Marketing,Fashion,Business Owners,BOFU,Reels,All Devices,Central,Maximize Clicks,174847,Medium,82,2026-03-22,2026-06-12,Completed,69,62,High,Low,100.3,350218,3172,55.12,2.0,1111022,96,1170983,42857,5451,3.66,12.72,174847,350218,4.08,149.32,2.0,100.3,12.21,43.71,327,1
896,CMP_0896_App_Installs,Sales,App Installs,3,LinkedIn Ads,Healthcare,Freelancers,TOFU,Story,Tablet,West,Maximize Clicks,244000,Medium,99,2026-08-25,2026-12-02,Planned,76,72,Medium,Medium,70.14,415141,4564,53.46,1.7,2920429,64,1780187,199736,30080,11.22,15.06,244000,415141,1.22,137.06,1.7,70.14,9.43,42.07,345,1
897,CMP_0897_Increase_Brand_Awareness,Retargeting,Increase Brand Awareness,147,Email Marketing,Technology,Working Professionals,BOFU,Story,Mobile,South,CPC,1411441,Enterprise,104,2026-07-08,2026-10-20,Paused,96,96,Low,High,79.1,2527890,346,4079.31,1.79,402207,91,4826697,132251,9508,2.74,7.19,1411441,2527890,10.67,292.42,1.79,79.1,4.47,20.33,131,0
898,CMP_0898_Website_Traffic,Retargeting,Website Traffic,218,Facebook Ads,Finance,Working Professionals,BOFU,Carousel,Desktop,North,CPM,797534,Large,94,2026-03-29,2026-07-01,Running,90,82,Low,High,105.4,1638134,4527,176.17,2.05,3286494,82,1366354,163689,7971,11.98,4.87,797534,1638134,4.87,583.7,2.05,105.4,14.34,49.5,327,1
899,CMP_0899_Generate_Leads,Retargeting,Generate Leads,139,Email Marketing,Education,Business Owners,BOFU,Story,Desktop,North,CPA,1035642,Enterprise,74,2026-07-21,2026-10-03,Planned,86,84,Low,Medium,76.19,1824697,2388,433.69,1.76,542222,96,545688,28266,839,5.18,2.97,1035642,1824697,36.64,1897.86,1.76,76.19,15.87,57.01,477,0
900,CMP_0900_Website_Traffic,Brand Awareness,Website Traffic,297,Facebook Ads,Technology,Working Professionals,TOFU,Carousel,Desktop,East,CPC,1207780,Enterprise,101,2026-07-06,2026-10-15,Planned,91,84,Low,High,96.83,2377273,2542,475.13,1.97,3643026,94,1021331,23899,843,2.34,3.53,1207780,2377273,50.54,1182.55,1.97,96.83,11.43,24.25,365,1
901,CMP_0901_App_Installs,App Promotion,App Installs,96,LinkedIn Ads,Healthcare,Students,TOFU,Video,Tablet,Central,CPC,443460,Medium,19,2026-08-21,2026-09-09,Planned,62,63,High,Low,66.99,740533,4388,101.06,1.67,989949,74,674795,60394,7597,8.95,12.58,443460,740533,7.34,657.18,1.67,66.99,2.95,34.79,461,1
902,CMP_0902_Customer_Retention,Sales,Customer Retention,181,Affiliate Marketing,Food Delivery,Senior Citizens,TOFU,Carousel,Tablet,Central,Maximize Clicks,293912,Medium,23,2026-07-09,2026-08-01,Planned,70,64,Medium,Medium,95.34,574127,4500,65.31,1.95,2311746,91,2355833,85752,4493,3.64,5.24,293912,574127,3.43,124.76,1.95,95.34,2.39,41.23,170,1
903,CMP_0903_Increase_Brand_Awareness,Retargeting,Increase Brand Awareness,60,Facebook Ads,E-Commerce,Families,BOFU,Story,Desktop,West,Maximize Clicks,1161673,Enterprise,87,2026-07-29,2026-10-24,Planned,96,99,Low,High,104.21,2372252,1978,587.3,2.04,230365,81,3921283,308997,5067,7.88,1.64,1161673,2372252,3.76,296.25,2.04,104.21,13.71,54.62,427,1
904,CMP_0904_App_Installs,Sales,App Installs,282,YouTube Ads,Technology,Business Owners,TOFU,Carousel,Mobile,West,Target ROAS,156222,Medium,100,2026-02-23,2026-06-03,Completed,84,83,Medium,Medium,89.41,295900,740,211.11,1.89,1677208,72,4197055,107444,13924,2.56,12.96,156222,295900,1.45,37.22,1.89,89.41,8.4,62.14,391,1
905,CMP_0905_App_Installs,Retargeting,App Installs,212,Facebook Ads,Finance,Business Owners,BOFU,Carousel,Tablet,Central,Target ROAS,1342949,Enterprise,43,2026-02-24,2026-04-08,Completed,99,99,Low,High,79.41,2409384,2683,500.54,1.79,108978,82,1857368,53492,2407,2.88,4.5,1342949,2409384,25.11,723.04,1.79,79.41,3.41,64.08,327,0
906,CMP_0906_Website_Traffic,Lead Generation,Website Traffic,61,LinkedIn Ads,Healthcare,Families,MOFU,Reels,Desktop,West,CPC,736512,Large,60,2026-07-14,2026-09-12,Planned,81,83,Medium,Medium,95.15,1437303,4676,157.51,1.95,3187436,99,4344914,429277,71345,9.88,16.62,736512,1437303,1.72,169.51,1.95,95.15,6.97,38.07,291,1
907,CMP_0907_Increase_Brand_Awareness,Lead Generation,Increase Brand Awareness,189,Affiliate Marketing,Healthcare,Working Professionals,MOFU,Carousel,Desktop,South,CPC,880948,Large,70,2026-08-05,2026-10-14,Paused,76,83,Medium,Medium,91.7,1688777,1742,505.71,1.92,2238073,88,4201254,441551,74710,10.51,16.92,880948,1688777,2.0,209.69,1.92,91.7,10.18,69.66,238,1
908,CMP_0908_Customer_Retention,Brand Awareness,Customer Retention,229,Instagram Ads,E-Commerce,Families,TOFU,Reels,All Devices,Central,CPM,550445,Large,72,2026-07-18,2026-09-28,Paused,82,83,Medium,Medium,91.81,1055808,3244,169.68,1.92,1900317,68,4695190,524452,78090,11.17,14.89,550445,1055808,1.05,117.24,1.92,91.81,9.45,59.44,177,1
909,CMP_0909_Increase_Sales,Retargeting,Increase Sales,135,Google Search Ads,Technology,Families,BOFU,Reels,Mobile,South,Target ROAS,646957,Large,93,2026-08-24,2026-11-25,Planned,83,89,Medium,Medium,113.0,1378018,4514,143.32,2.13,1745117,98,948960,67186,11226,7.08,16.71,646957,1378018,9.63,681.75,2.13,113.0,7.69,28.69,376,1
910,CMP_0910_Increase_Brand_Awareness,Sales,Increase Brand Awareness,291,Facebook Ads,Fashion,Business Owners,TOFU,Carousel,All Devices,West,CPC,198331,Medium,81,2026-05-15,2026-08-04,Running,90,86,Low,High,101.74,400112,4475,44.32,2.02,2551208,91,94200,8901,1355,9.45,15.22,198331,400112,22.28,2105.42,2.02,101.74,14.94,38.97,477,1
911,CMP_0911_Increase_Sales,Lead Generation,Increase Sales,270,LinkedIn Ads,Education,Students,MOFU,Story,Desktop,West,Target ROAS,102786,Medium,66,2026-08-12,2026-10-17,Paused,68,61,High,Low,99.21,204759,1907,53.9,1.99,3261252,82,4355092,172897,11843,3.97,6.85,102786,204759,0.59,23.6,1.99,99.21,12.17,40.64,310,1
912,CMP_0912_Increase_Sales,Lead Generation,Increase Sales,119,Google Search Ads,E-Commerce,Working Professionals,MOFU,Video,Desktop,Central,Target ROAS,268006,Medium,21,2026-06-03,2026-06-24,Completed,60,64,High,Low,72.48,462256,147,1823.17,1.72,1334777,77,1281464,96366,14541,7.52,15.09,268006,462256,2.78,209.14,1.72,72.48,12.38,46.59,138,1
913,CMP_0913_Generate_Leads,Product Launch,Generate Leads,90,Facebook Ads,Fashion,Senior Citizens,TOFU,Reels,Desktop,Central,CPM,433179,Medium,31,2026-08-05,2026-09-05,Planned,74,78,Medium,Medium,86.79,809135,2246,192.87,1.87,1758811,83,4755229,272474,11062,5.73,4.06,433179,809135,1.59,91.1,1.87,86.79,14.03,55.76,178,0
914,CMP_0914_Website_Traffic,Sales,Website Traffic,175,Email Marketing,Fashion,Families,TOFU,Story,All Devices,West,Target ROAS,572454,Large,83,2026-08-22,2026-11-13,Planned,95,89,Low,High,128.64,1308858,4460,128.35,2.29,2588339,62,1054089,52599,7937,4.99,15.09,572454,1308858,10.88,543.08,2.29,128.64,15.63,42.95,497,1
915,CMP_0915_Customer_Retention,Sales,Customer Retention,202,LinkedIn Ads,Technology,Students,TOFU,Story,Mobile,North,CPM,811877,Large,33,2026-07-17,2026-08-19,Paused,90,90,Low,High,116.32,1756252,4253,190.9,2.16,4471597,94,4784294,124391,21022,2.6,16.9,811877,1756252,6.53,169.7,2.16,116.32,9.11,22.19,408,1
916,CMP_0916_App_Installs,Brand Awareness,App Installs,255,LinkedIn Ads,Education,Families,TOFU,Story,Mobile,East,CPC,1363444,Enterprise,72,2026-02-02,2026-04-15,Completed,100,94,Low,High,139.7,3268175,4277,318.79,2.4,2148452,75,4770546,315333,51683,6.61,16.39,1363444,3268175,4.32,285.8,2.4,139.7,13.84,64.0,179,1
917,CMP_0917_Customer_Retention,Retargeting,Customer Retention,175,LinkedIn Ads,Education,Families,BOFU,Story,All Devices,West,Maximize Clicks,273197,Medium,30,2026-03-27,2026-04-26,Completed,73,73,Medium,Medium,100.74,548415,4679,58.39,2.01,2349672,71,3496749,57696,5504,1.65,9.54,273197,548415,4.74,78.13,2.01,100.74,16.41,31.67,219,1
918,CMP_0918_App_Installs,Product Launch,App Installs,43,YouTube Ads,Travel,Students,TOFU,Reels,Mobile,Central,Target ROAS,1303378,Enterprise,15,2026-08-23,2026-09-07,Paused,99,98,Low,High,119.97,2867040,4251,306.61,2.2,4473131,84,1961503,229888,21195,11.72,9.22,1303378,2867040,5.67,664.48,2.2,119.97,15.99,35.54,453,1
919,CMP_0919_Customer_Retention,Retargeting,Customer Retention,161,LinkedIn Ads,Food Delivery,Families,BOFU,Video,Desktop,Central,CPC,1433527,Enterprise,50,2026-05-18,2026-07-07,Running,86,79,Low,Medium,72.95,2479284,2675,535.9,1.73,403560,81,2399138,199368,11025,8.31,5.53,1433527,2479284,7.19,597.52,1.73,72.95,5.1,33.12,225,0
920,CMP_0920_Increase_Brand_Awareness,Lead Generation,Increase Brand Awareness,116,Email Marketing,Fashion,Freelancers,MOFU,Video,Tablet,West,CPA,1017111,Enterprise,109,2026-01-20,2026-05-09,Completed,100,97,Low,High,111.55,2151698,3377,301.19,2.12,2157518,60,3764088,401251,48150,10.66,12.0,1017111,2151698,2.53,270.21,2.12,111.55,4.67,22.34,440,1
